Number of nodes 366 
   248 :     63    276     62
   249 :    175    285    262
   250 :    184    358    183
   251 :     33    341     32
   252 :    214    280    239
   253 :    255    264    229
   254 :    144    275    143
   255 :    267    269    231
   256 :    241    360    272
   257 :    102    301    101
   258 :    141    279    140
   259 :    274    276    142
   260 :    176    285    175
   261 :    145    281    144
   262 :    143    275    274
   263 :    276    279    141
   264 :     13    364    109
   265 :     62    276    274
   266 :    263    265    230
   267 :    278    292    236
   268 :     73    356    347
   269 :    146    282    145
   270 :    144    281    275
   271 :     64    279     63
   272 :    147    283    146
   273 :     65    286     64
   274 :    145    282    281
   275 :    279    286    140
   276 :     63    279    276
   277 :    237    318    280
   278 :    140    286    139
   279 :     51    348    242
   280 :    163    287    162
   281 :    146    283    282
   282 :    209    291    208
   283 :    148    288    147
   284 :     66    293     65
   285 :     91    303    297
   286 :     64    286    279
   287 :    147    288    283
   288 :     86    324    248
   289 :    238    300    292
   290 :    247    284    171
   291 :     18    294    149
   292 :     65    293    286
   293 :    301    305    101
   294 :     90    291     89
   295 :    149    290    148
   296 :    286    293    139
   297 :    152    292    151
   298 :     67    304     66
   299 :    122    296    277
   300 :    235    289    216
   301 :    300    306    240
   302 :    148    290    288
   303 :    208    297    207
   304 :     89    295     88
   305 :    139    293    138
   306 :     66    304    293
   307 :     22    295    209
   308 :    103    298    102
   309 :    109    353    108
   310 :    108    344    107
   311 :    123    296    122
   312 :    149    294    290
   313 :    195    298    194
   314 :    234    271    268
   315 :    292    300    151
   316 :    176    309    285
   317 :    239    326    213
   318 :    107    333    106
   319 :     67    319    304
   320 :    196    301    195
   321 :     68    319     67
   322 :    194    299    193
   323 :    207    303    206
   324 :    293    304    138
   325 :    106    327    105
   326 :     50    361    246
   327 :    151    300    150
   328 :    177    309    176
   329 :    211    307    245
   330 :    197    305    196
   331 :    291    297    208
   332 :    138    304    137
   333 :    105    320    104
   334 :    209    295    291
   335 :     52    348      6
   336 :    206    310    205
   337 :     68    323    319
   338 :    180    351    342
   339 :    198    308    197
   340 :     31    365     30
   341 :    104    299    103
   342 :    244    336    307
   343 :    213    326    212
   344 :    287    289    235
   345 :    298    299    194
   346 :    182    359    181
   347 :    195    301    298
   348 :     69    323     68
   349 :    205    312    204
   350 :    228    306    238
   351 :    304    319    137
   352 :    199    311    198
   353 :    297    303    207
   354 :     11    324     86
   355 :    204    314    203
   356 :    196    305    301
   357 :    298    301    102
   358 :    165    318    164
   359 :    200    313    199
   360 :    137    319    136
   361 :    203    316    202
   362 :     69    328    323
   363 :    202    317    201
   364 :    201    315    200
   365 :    197    308    305
   366 :    123    321    296
   367 :    303    310    206
   368 :     90    297    291
   369 :    233    324     11
   370 :    193    320    192
   371 :    109    364    353
   372 :    299    320    193
   373 :    319    323    136
   374 :     70    328     69
   375 :    108    353    344
   376 :    198    311    308
   377 :    244    322    166
   378 :    124    321    123
   379 :    310    312    205
   380 :    177    325    309
   381 :    107    344    333
   382 :     70    331    328
   383 :    238    292    278
   384 :    199    313    311
   385 :    136    323    135
   386 :    312    314    204
   387 :    178    325    177
   388 :    106    333    327
   389 :    314    316    203
   390 :    200    315    313
   391 :    316    317    202
   392 :    201    317    315
   393 :    323    328    135
   394 :    105    327    320
   395 :    280    318    239
   396 :     30    355     29
   397 :    242    348    302
   398 :    103    299    298
   399 :     71    338    331
   400 :     71    331     70
   401 :    135    328    134
   402 :    291    295     89
   403 :    336    343    245
   404 :     41    342     40
   405 :    104    320    299
   406 :    192    327    191
   407 :     24    363     23
   408 :    320    327    192
   409 :    328    331    134
   410 :    124    329    321
   411 :      5    361     50
   412 :    351    359     39
   413 :     72    338     71
   414 :    134    331    133
   415 :     22    335    250
   416 :    178    332    325
   417 :    331    338    133
   418 :    125    329    124
   419 :    179    332    178
   420 :     39    359     38
   421 :     25    354     24
   422 :    133    338    132
   423 :     29    352     28
   424 :    191    333    190
   425 :    327    333    191
   426 :    233    337    324
   427 :     40    351     39
   428 :    184    334     36
   429 :    238    306    300
   430 :    168    336    167
   431 :    250    335    233
   432 :    245    343    249
   433 :    322    326    239
   434 :    259    330      8
   435 :    168    343    336
   436 :     26    346     25
   437 :    183    358     37
   438 :    125    339    329
   439 :    190    344    189
   440 :     15    343    168
   441 :    126    339    125
   442 :    333    344    190
   443 :    188    364    187
   444 :     30    365    355
   445 :      4    334     20
   446 :     28    345     27
   447 :    249    335     22
   448 :    189    353    188
   449 :     27    340     26
   450 :    344    353    189
   451 :    353    364    188
   452 :    115    340    114
   453 :      6    348     51
   454 :    127    349    126
   455 :    118    363    117
   456 :    126    349    339
   457 :    116    346    115
   458 :    272    350    258
   459 :    117    354    116
   460 :     19    360    306
   461 :    354    363     24
   462 :    242    330    258
   463 :     29    355    352
   464 :    114    345    113
   465 :    128    362    127
   466 :    115    346    340
   467 :    117    363    354
   468 :    127    362    349
   469 :    340    345    114
   470 :    116    354    346
   471 :    113    352    112
   472 :    111    365    110
   473 :    112    355    111
   474 :    346    354     25
   475 :     36    358    184
   476 :    345    352    113
   477 :    356    357     16
   478 :    258    350      5
   479 :     28    352    345
   480 :    352    355    112
   481 :    355    365    111
   482 :    340    346     26
   483 :    307    336    245
   484 :     27    345    340
   485 :    342    351     40
   486 :    244    326    322
   487 :    243    350    272
   488 :    272    360     19
   489 :    249    337    335
   490 :    332    342     41
   491 :    302    348     52
   492 :      9    347    273
   493 :    306    360    240
   494 :    335    337    233
   495 :    179    342    332
   496 :    350    361      5
   497 :    347    356     17
   498 :     73    357    356
   499 :    243    361    350
   500 :     17    356     16
   501 :      0    357     73
   502 :      1     10      0
   503 :     74    270     10
   504 :     16    270    131
Number of domains 23
  Domain :      0 
  Name : left
  Number of elements :      1
     0
  Domain :      1 
  Name : Entity 25 
  Number of elements :     14
     1     2     3     4     5     6     7     8     9    10
    11    12    13    14
  Domain :      2 
  Name : Entity 26 
  Number of elements :      1
    15
  Domain :      3 
  Name : Entity 27 
  Number of elements :     16
    16    17    18    19    20    21    22    23    24    25
    26    27    28    29    30    31
  Domain :      4 
  Name : Entity 28 
  Number of elements :      2
    32    33
  Domain :      5 
  Name : top
  Number of elements :      2
    34    35
  Domain :      6 
  Name : Entity 30 
  Number of elements :      2
    36    37
  Domain :      7 
  Name : Entity 31 
  Number of elements :     20
    38    39    40    41    42    43    44    45    46    47
    48    49    50    51    52    53    54    55    56    57
  Domain :      8 
  Name : Entity 32 
  Number of elements :      2
    58    59
  Domain :      9 
  Name : Entity 33 
  Number of elements :      1
    60
  Domain :     10 
  Name : Entity 34 
  Number of elements :     14
    61    62    63    64    65    66    67    68    69    70
    71    72    73    74
  Domain :     11 
  Name : Entity 35 
  Number of elements :      2
    75    76
  Domain :     12 
  Name : Entity 36 
  Number of elements :     23
    77    78    79    80    81    82    83    84    85    86
    87    88    89    90    91    92    93    94    95    96
    97    98    99
  Domain :     13 
  Name : Entity 37 
  Number of elements :     10
   100   101   102   103   104   105   106   107   108   109
  Domain :     14 
  Name : right
  Number of elements :      1
   110
  Domain :     15 
  Name : Entity 39 
  Number of elements :     14
   111   112   113   114   115   116   117   118   119   120
   121   122   123   124
  Domain :     16 
  Name : Entity 40 
  Number of elements :      1
   125
  Domain :     17 
  Name : Entity 41 
  Number of elements :     19
   126   127   128   129   130   131   132   133   134   135
   136   137   138   139   140   141   142   143   144
  Domain :     18 
  Name : Entity 42 
  Number of elements :     20
   145   146   147   148   149   150   151   152   153   154
   155   156   157   158   159   160   161   162   163   164
  Domain :     19 
  Name : Entity 43 
  Number of elements :     17
   165   166   167   168   169   170   171   172   173   174
   175   176   177   178   179   180   181
  Domain :     20 
  Name : Entity 44 
  Number of elements :      3
   182   183   184
  Domain :     21 
  Name : Entity 45 
  Number of elements :     24
   185   186   187   188   189   190   191   192   193   194
   195   196   197   198   199   200   201   202   203   204
   205   206   207   208
  Domain :     22 
  Name : Entity 46 
  Number of elements :     20
   209   210   211   212   213   214   215   216   217   218
   219   220   221   222   223   224   225   226   227   228
